,Year,Category,Motivation,Prize Share,Laureate ID,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Winning_age,Age_x_x,Age_y_x,Age_x_y,Age_y_y,Age_x_x,Age_y_x,Age_x_y,Age_y_y
284,1952,Medicine,"for his discovery of streptomycin, the first antibiotic effective against tuberculosis",1/1,353,Selman Abraham Waksman,1888-07-22,Priluka (Nova Pryluka),Russian Empire (Ukraine),Male,Rutgers University,"New Brunswick, NJ",United States of America,1973-08-16,"Hyannis, MA",United States of America,64.0,85.0,,,,,,,
285,1952,Peace,The Nobel Peace Prize 1952 was awarded to Albert Schweitzer.,1/1,513,Albert Schweitzer,1875-01-14,Kaysersberg,Germany (France),Male," Founder of Lambaréné (République de Gabon), Missionary surgeon",,,1965-09-04,Lambaréné,Gabon,77.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0,90.0
286,1952,Physics,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,1/2,58,Felix Bloch,1905-10-23,Zurich,Switzerland,Male,Stanford University,"Stanford, CA",United States of America,1983-09-10,Zurich,Switzerland,47.0,78.0,,,,,,,
287,1952,Physics,for their development of new methods for nuclear magnetic precision measurements and discoveries in connection therewith,1/2,59,Edward Mills Purcell,1912-08-30,"Taylorville, IL",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,1997-03-07,"Cambridge, MA",United States of America,40.0,85.0,,,,,,,
288,1953,Chemistry,for his discoveries in the field of macromolecular chemistry,1/1,216,Hermann Staudinger,1881-03-23,Worms,Germany,Male,University of Freiburg,Breisgau,Federal Republic of Germany,1965-09-08,Freiburg im Breisgau,West Germany (Germany),72.0,84.0,,,,,,,
289,1953,Chemistry,for his discoveries in the field of macromolecular chemistry,1/1,216,Hermann Staudinger,1881-03-23,Worms,Germany,Male,"Staatliches Institut für makromolekulare Chemie (State Research Institute for Macromolecular Chemistry), Freiburg",Breisgau,Federal Republic of Germany,1965-09-08,Freiburg im Breisgau,West Germany (Germany),72.0,84.0,,,,,,,
290,1953,Literature,for his mastery of historical and biographical description as well as for brilliant oratory in defending exalted human values,1/1,624,Sir Winston Leonard Spencer Churchill,1874-11-30,Woodstock,United Kingdom,Male,Self,,United Kingdom,1965-01-24,London,United Kingdom,79.0,91.0,,91.0,,91.0,,91.0,
291,1953,Medicine,for his discovery of the citric acid cycle,1/2,354,Hans Adolf Krebs,1900-08-25,Hildesheim,Germany,Male,Sheffield University,Sheffield,United Kingdom,1981-11-22,Oxford,United Kingdom,53.0,81.0,,,,,,,
292,1953,Medicine,for his discovery of co-enzyme A and its importance for intermediary metabolism,1/2,355,Fritz Albert Lipmann,1899-06-12,Koenigsberg (Kaliningrad),Germany (Russia),Male,Harvard Medical School,"Boston, MA",United States of America,1986-07-24,"Poughkeepsie, NY",United States of America,54.0,87.0,,,,,,,
293,1953,Medicine,for his discovery of co-enzyme A and its importance for intermediary metabolism,1/2,355,Fritz Albert Lipmann,1899-06-12,Koenigsberg (Kaliningrad),Germany (Russia),Male,Massachusetts General Hospital,"Boston, MA",United States of America,1986-07-24,"Poughkeepsie, NY",United States of America,54.0,87.0,,,,,,,
294,1953,Peace,The Nobel Peace Prize 1953 was awarded to George C. Marshall.,1/1,514,George Catlett Marshall,1880-12-31,"Uniontown, PA",United States of America,Male," Originator of Marshall Plan, Delegate U.N., ex-Secretary of State and of Defense, General President American Red Cross",,,1959-10-16,"Washington, DC",United States of America,73.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0,79.0
295,1953,Physics,"for his demonstration of the phase contrast method, especially for his invention of the phase contrast microscope",1/1,60,Frits Zernike,1888-07-16,Amsterdam,Netherlands,Male,Groningen University,Groningen,Netherlands,1966-03-10,Groningen,Netherlands,65.0,78.0,,,,,,,
296,1954,Chemistry,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,1/1,217,Linus Carl Pauling,1901-02-28,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1994-08-19,"Big Sur, CA",United States of America,53.0,93.0,93.0,,,,,,
297,1954,Chemistry,for his research into the nature of the chemical bond and its application to the elucidation of the structure of complex substances,1/1,217,Linus Carl Pauling,1901-02-28,"Portland, OR",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1994-08-19,"Big Sur, CA",United States of America,53.0,93.0,93.0,,,,,,
298,1954,Literature,"for his mastery of the art of narrative, most recently demonstrated in <I>The Old Man and the Sea,</I> and for the influence that he has exerted on contemporary style",1/1,625,Ernest Miller Hemingway,1899-07-21,"Oak Park, IL",United States of America,Male,Self,,United States of America,1961-07-02,"Ketchum, ID",United States of America,55.0,62.0,,62.0,,62.0,,62.0,
299,1954,Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1/3,356,John Franklin Enders,1897-02-10,"West Hartford, CT",United States of America,Male,Harvard Medical School,"Boston, MA",United States of America,1985-09-08,"Waterford, CT",United States of America,57.0,88.0,,,,,,,
300,1954,Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1/3,356,John Franklin Enders,1897-02-10,"West Hartford, CT",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States of America,1985-09-08,"Waterford, CT",United States of America,57.0,88.0,,,,,,,
301,1954,Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1/3,357,Thomas Huckle Weller,1915-06-15,"Ann Arbor, MI",United States of America,Male,"Research Division of Infectious Diseases, Children's Medical Center","Boston, MA",United States of America,2008-08-23,"Needham, MA",United States of America,39.0,93.0,,,,,,,
302,1954,Medicine,for their discovery of the ability of poliomyelitis viruses to grow in cultures of various types of tissue,1/3,358,Frederick Chapman Robbins,1916-08-25,"Auburn, AL",United States of America,Male,Western Reserve University,"Cleveland, OH",United States of America,2003-08-04,"Cleveland, OH",United States of America,38.0,87.0,,,,,,,
303,1954,Physics,"for his fundamental research in quantum mechanics, especially for his statistical interpretation of the wavefunction",1/2,61,Max Born,1882-12-11,Breslau (Wroclaw),Germany (Poland),Male,Edinburgh University,Edinburgh,United Kingdom,1970-01-05,Göttingen,West Germany (Germany),72.0,88.0,,,,,,,
304,1954,Physics,for the coincidence method and his discoveries made therewith,1/2,62,Walther Bothe,1891-01-08,Oranienburg,Germany,Male,University of Heidelberg,Heidelberg,Federal Republic of Germany,1957-02-08,Heidelberg,West Germany (Germany),63.0,66.0,,,,,,,
305,1954,Physics,for the coincidence method and his discoveries made therewith,1/2,62,Walther Bothe,1891-01-08,Oranienburg,Germany,Male,Max-Planck-Institut für medizinische Forschung,Heidelberg,Federal Republic of Germany,1957-02-08,Heidelberg,West Germany (Germany),63.0,66.0,,,,,,,
306,1955,Chemistry,"for his work on biochemically important sulphur compounds, especially for the first synthesis of a polypeptide hormone",1/1,218,Vincent du Vigneaud,1901-05-18,"Chicago, IL",United States of America,Male,Cornell University,"Ithaca, NY",United States of America,1978-12-11,"White Plains, NY",United States of America,54.0,77.0,,,,,,,
307,1955,Literature,for his vivid epic power which has renewed the great narrative art of Iceland,1/1,626,Halldór Kiljan Laxness,1902-04-23,Reykjavik,Iceland,Male,Self,,Iceland,1998-02-08,Reykjavik,Iceland,53.0,96.0,,96.0,,96.0,,96.0,
308,1955,Medicine,for his discoveries concerning the nature and mode of action of oxidation enzymes,1/1,359,Axel Hugo Theodor Theorell,1903-07-06,Linköping,Sweden,Male,"Karolinska Institutet, Nobel Medical Institute",Stockholm,Sweden,1982-08-15,Stockholm,Sweden,52.0,79.0,,,,,,,
309,1955,Physics,for his discoveries concerning the fine structure of the hydrogen spectrum,1/2,63,Willis Eugene Lamb,1913-07-12,"Los Angeles, CA",United States of America,Male,Stanford University,"Stanford, CA",United States of America,2008-05-15,"Tucson, AZ",United States of America,42.0,95.0,,,,,,,
310,1955,Physics,for his precision determination of the magnetic moment of the electron,1/2,64,Polykarp Kusch,1911-01-26,Blankenburg,Germany,Male,Columbia University,"New York, NY",United States of America,1993-03-20,"Dallas, TX",United States of America,44.0,82.0,,,,,,,
311,1956,Chemistry,for their researches into the mechanism of chemical reactions,1/2,219,Sir Cyril Norman Hinshelwood,1897-05-19,London,United Kingdom,Male,University of Oxford,Oxford,United Kingdom,1967-10-09,London,United Kingdom,59.0,70.0,,,,,,,
312,1956,Chemistry,for their researches into the mechanism of chemical reactions,1/2,220,Nikolay Nikolaevich Semenov,1896-04-03,Saratov,Russia,Male,Institute for Chemical Physics of the Academy of Sciences of the USSR,Moscow,Union of Soviet Socialist Republics,1986-09-25,Moscow,Union of Soviet Socialist Republics,60.0,90.0,,,,,,,
313,1956,Literature,"for his lyrical poetry, which in Spanish language constitutes an example of high spirit and artistical purity",1/1,627,Juan Ramón Jiménez,1881-12-24,Moguer,Spain,Male,Self,,Spain,1958-05-29,San Juan,Puerto Rico,75.0,77.0,,77.0,,77.0,,77.0,
314,1956,Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3,360,André Frédéric Cournand,1895-09-24,Paris,France,Male,"Columbia University Division, Cardio-Pulmonary Laboratory, Bellevue Hospital","New York, NY",United States of America,1988-02-19,"Great Barrington, MA",United States of America,61.0,93.0,,,,,,,
315,1956,Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3,361,Werner Forssmann,1904-08-29,Berlin,Germany,Male,Mainz University,Mainz,Federal Republic of Germany,1979-06-01,Schopfheim,West Germany (Germany),52.0,75.0,,75.0,,75.0,,75.0,
316,1956,Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3,361,Werner Forssmann,1904-08-29,Berlin,Germany,Male," Mainz University, Mainz, Federal Republic of Germany",Bad Kreuznach,Federal Republic of Germany,1979-06-01,Schopfheim,West Germany (Germany),52.0,75.0,,75.0,,75.0,,75.0,
317,1956,Medicine,for their discoveries concerning heart catheterization and pathological changes in the circulatory system,1/3,362,Dickinson W. Richards,1895-10-30,"Orange, NJ",United States of America,Male,Columbia University,"New York, NY",United States of America,1973-02-23,"Lakeville, CT",United States of America,61.0,78.0,,,,,,,
318,1956,Physics,for their researches on semiconductors and their discovery of the transistor effect,1/3,65,William Bradford Shockley,1910-02-13,London,United Kingdom,Male,"Semiconductor Laboratory of Beckman Instruments, Inc.","Mountain View, CA",United States of America,1989-08-12,"Palo Alto, CA",United States of America,46.0,79.0,,,,,,,
319,1956,Physics,for their researches on semiconductors and their discovery of the transistor effect,1/3,66,John Bardeen,1908-05-23,"Madison, WI",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,1991-01-30,"Boston, MA",United States of America,48.0,83.0,,,,,,,
320,1956,Physics,for their researches on semiconductors and their discovery of the transistor effect,1/3,67,Walter Houser Brattain,1902-02-10,Amoy,China,Male,Bell Telephone Laboratories,"Murray Hill, NJ",United States of America,1987-10-13,"Seattle, WA",United States of America,54.0,85.0,,,,,,,
321,1957,Chemistry,for his work on nucleotides and nucleotide co-enzymes,1/1,221,Lord  Alexander R.  Todd,1907-10-02,Glasgow,Scotland,Male,University of Cambridge,Cambridge,United Kingdom,1997-01-10,Cambridge,United Kingdom,50.0,90.0,,,,,,,
322,1957,Literature,"for his important literary production, which with clear-sighted earnestness illuminates the problems of the human conscience in our times",1/1,628,Albert Camus,1913-11-07,Mondovi,French Algeria (Algeria),Male,Self,,French Algeria (Algeria),1960-01-04,Sens,France,44.0,47.0,,47.0,,47.0,,47.0,
323,1957,Medicine,"for his discoveries relating to synthetic compounds that inhibit the action of certain body substances, and especially their action on the vascular system and the skeletal muscles",1/1,363,Daniel Bovet,1907-03-23,Neuchâtel,Switzerland,Male,Istituto Superiore di Sanità (Chief Institute of Public Health),Rome,Italy,1992-04-08,Rome,Italy,50.0,85.0,,,,,,,
324,1957,Peace,The Nobel Peace Prize 1957 was awarded to Lester Bowles Pearson.,1/1,516,Lester Bowles Pearson,1897-04-23,Toronto,Canada,Male," former President of the 7th Session of the United Nations General Assembly, former Secretary of State for External Affairs of Canada",,,1972-12-27,Ottawa,Canada,60.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0,75.0
325,1957,Physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,1/2,68,Chen Ning Yang,1922-09-22,"Hofei, Anhwei",China,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,,,,35.0,97.0,,,,,,,
326,1957,Physics,for their penetrating investigation of the so-called parity laws which has led to important discoveries regarding the elementary particles,1/2,69,Tsung-Dao  T.D.  Lee,1926-11-24,Shanghai,China,Male,Columbia University,"New York, NY",United States of America,,,,31.0,93.0,,,,,,,
327,1958,Chemistry,"for his work on the structure of proteins, especially that of insulin",1/1,222,Frederick Sanger,1918-08-13,Rendcombe,United Kingdom,Male,University of Cambridge,Cambridge,United Kingdom,2013-11-19,Cambridge,United Kingdom,40.0,95.0,,,,,,,
328,1958,Literature,for his important achievement both in contemporary lyrical poetry and in the field of the great Russian epic tradition,1/1,629,Boris Leonidovich Pasternak,1890-02-10,Moscow,Russia,Male,Self,,Russia,1960-05-30,Peredelkino,Russia,68.0,70.0,,70.0,,70.0,,70.0,
329,1958,Medicine,for their discovery that genes act by regulating definite chemical events,1/4,364,George Wells Beadle,1903-10-22,"Wahoo, NE",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,1989-06-09,"Pomona, CA",United States of America,55.0,86.0,,,,,,,
330,1958,Medicine,for their discovery that genes act by regulating definite chemical events,1/4,365,Edward Lawrie Tatum,1909-12-14,"Boulder, CO",United States of America,Male,Rockefeller Institute for Medical Research,"New York, NY",United States of America,1975-11-05,"New York, NY",United States of America,49.0,66.0,,,,,,,
331,1958,Medicine,for his discoveries concerning genetic recombination and the organization of the genetic material of bacteria,1/2,366,Joshua Lederberg,1925-05-23,"Montclair, NJ",United States of America,Male,University of Wisconsin,"Madison, WI",United States of America,2008-02-02,"New York, NY",United States of America,33.0,83.0,,,,,,,
332,1958,Peace,The Nobel Peace Prize 1958 was awarded to Georges Pire.,1/1,517,Georges Pire,1910-02-10,Dinant,Belgium,Male," Leader of the relief organization for refugees l'Europe du Coeur au Service du Monde, Father of the Dominican Order",,,1969-01-30,Leuven,Belgium,48.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0,59.0
333,1958,Physics,for the discovery and the interpretation of the Cherenkov effect,1/3,70,Pavel Alekseyevich Cherenkov,1904-07-28,Novaya Chigla,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Union of Soviet Socialist Republics,1990-01-06,,Union of Soviet Socialist Republics,54.0,86.0,,,,,,,
